,index,Job Title,Avg Salary (K),Lower Salary (K),Upper Salary (K),Entry Level,Degree,Job Location (State),Company Name,Founded,Industry,Sector,Rating,Python,spark,aws,excel,sql,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,Location,ZIP Codes,Size,Revenue,Job Title (Full),fips
311,391,Data Scientist,82.0,63,101,na,MSc,VA,Esri,1969,Computer Hardware & Software,Information Technology,3.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Arlington,,1001 - 5000,$1 to $2 billion (USD),Product Engineer – Data Science,51013
312,392,Other Scientist,84.5,54,115,Senior,Phd,NY,Rochester Regional Health,2014,Health Care Services & Hospitals,Health Care,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rochester,,10000+,$500 million to $1 billion (USD),"Principal Scientist, Chemistry & Immunology",36055
313,394,Other Scientist,134.5,90,179,Senior,Phd,MA,Rubius Therapeutics,2013,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cambridge,,201 - 500,$100 to $500 million (USD),"Scientist/Senior Scientist, Autoimmune",
314,396,Data Scientist,164.5,127,202,na,na,CA,Samba TV,2008,Advertising & Marketing,Business Services,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Francisco,,201 - 500,Unknown / Non-Applicable,Data Scientist,06075
315,397,Data Analyst,44.0,31,57,na,MSc,FL,SV Microwave,1991,Telecommunications Manufacturing,Telecommunications,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Palm Beach,,201 - 500,$50 to $100 million (USD),Market Data Analyst,12099
316,398,Other Scientist,93.5,60,127,na,MSc,MD,ClearEdge,2002,Computer Hardware & Software,Information Technology,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Annapolis Junction,,51 - 200,$5 to $10 million (USD),Software Engineer - Data Visualization,
317,399,Data Engineer,109.0,75,143,na,na,VA,SpringML,2015,Enterprise Software & Network Solutions,Information Technology,4.4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Herndon,,1 - 50,Unknown / Non-Applicable,Data Engineer,51059
318,400,Data Engineer,149.5,105,194,na,MSc,TX,Sumo Logic,2010,Computer Hardware & Software,Information Technology,3.8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin,,501 - 1000,Unknown / Non-Applicable,Staff Data Engineer,48015
319,401,Data Engineer,65.5,45,86,na,MSc,DC,EAB,2007,Research & Development,Business Services,3.5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Washington,,1001 - 5000,Unknown / Non-Applicable,Associate Data Engineer,11001
320,403,Data Scientist,124.5,95,154,Senior,MSc,NC,Brighthouse Financial,2017,Insurance Carriers,Insurance,3.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Charlotte,,1001 - 5000,Unknown / Non-Applicable,Senior Data Scientist,37119
321,406,Data Engineer,114.0,80,148,na,MSc,CA,Affinity Solutions,1998,Advertising & Marketing,Business Services,2.9,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,San Jose,,51 - 200,Unknown / Non-Applicable,Staff BI and Data Engineer,06085
322,407,Data Analyst,49.0,36,62,na,na,PA,Citadel Federal Credit Union,1937,Banks & Credit Unions,Finance,3.9,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Exton,,501 - 1000,Unknown / Non-Applicable,Marketing Data Analyst,
323,409,Other Scientist,84.5,54,115,Senior,Phd,NY,Rochester Regional Health,2014,Health Care Services & Hospitals,Health Care,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rochester,,10000+,$500 million to $1 billion (USD),"Principal Scientist, Hematology",36055
324,410,Data Analyst,71.0,50,92,na,na,VA,CALIBRE Systems,1989,IT Services,Information Technology,3.7,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Alexandria,,501 - 1000,$100 to $500 million (USD),Data Analyst,51510
325,411,Director,101.0,67,135,na,na,MA,MassMutual,1851,Insurance Carriers,Insurance,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,,5001 - 10000,$10+ billion (USD),"Director - Data, Privacy and AI Governance",25025
326,412,Data Scientist,107.0,82,132,na,MSc,CA,Esri,1969,Computer Hardware & Software,Information Technology,3.5,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,Redlands,,1001 - 5000,$1 to $2 billion (USD),Data Scientist,06071
327,413,Data Scientist,112.5,85,140,na,na,MA,New England Biolabs,1974,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,4.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Ipswich,,201 - 500,Unknown / Non-Applicable,Data Scientist,25025
328,414,Machine Learning Engineer,181.0,138,224,na,na,CA,Tapjoy,2007,Internet,Information Technology,3.9,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,San Francisco,,201 - 500,$10 to $25 million (USD),Staff Machine Learning Engineer,06075
329,415,Data Analyst,61.0,42,80,na,MSc,IL,Motorola Solutions,1928,Computer Hardware & Software,Information Technology,3.7,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Chicago,,10000+,$5 to $10 billion (USD),Information Security Data Analyst,17031
330,416,Data Engineer,205.0,190,220,Senior,na,CA,Credit Sesame,2010,Internet,Information Technology,4.1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Mountain View,,51 - 200,$50 to $100 million (USD),Lead Data Engineer,06085
331,417,Other Scientist,103.5,68,139,na,na,KY,Reynolds American,1875,Consumer Products Manufacturing,Manufacturing,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Owensboro,,5001 - 10000,$10+ billion (USD),Scientist Manufacturing - Kentucky BioProcessing,21059
332,419,Data Scientist Project Manager,63.0,34,92,na,MSc,MA,MassMutual,1851,Insurance Carriers,Insurance,3.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Springfield,,5001 - 10000,$10+ billion (USD),Data Analytics Project Manager,25013
333,420,Data Analyst,62.5,54,71,na,na,CT,Infosys,1981,IT Services,Information Technology,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Hartford,,10000+,$10+ billion (USD),Consultant - Analytics Consulting,09003
334,421,Data Engineer,94.5,65,124,na,MSc,CA,Alignment Healthcare,2013,Health Care Services & Hospitals,Health Care,3.5,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Orange,,501 - 1000,Unknown / Non-Applicable,Data Engineer,06059
335,425,Data Analyst,48.5,35,62,na,MSc,CA,San Manuel Casino,1986,Gambling,"Arts, Entertainment & Recreation",3.6,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,Highland,,1001 - 5000,$100 to $500 million (USD),Marketing Data Analyst,06071
336,426,Other Scientist,154.5,109,200,Senior,Phd,MA,Sunovion,2010,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Marlborough,,1001 - 5000,$1 to $2 billion (USD),Senior Scientist (Neuroscience),25017
337,427,Other Scientist,44.5,37,52,na,na,TX,Texas Health Huguley Hospital,1977,Health Care Services & Hospitals,Health Care,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Burleson,,1001 - 5000,$50 to $100 million (USD),Medical Laboratory Scientist,48051
338,428,Machine Learning Engineer,87.0,61,113,na,na,KS,Cboe Global Markets,1973,Stock Exchanges,Finance,3.7,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Lenexa,,501 - 1000,$500 million to $1 billion (USD),Machine Learning Engineer - Regulatory,20091
339,429,Other Scientist,52.5,39,66,na,na,IL,Teasdale Latin Foods,na,Food & Beverage Manufacturing,Manufacturing,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hoopeston,,501 - 1000,$100 to $500 million (USD),R&D Specialist/ Food Scientist,17183
340,430,Data Engineer,64.5,43,86,na,na,NY,Guidepoint,2003,Research & Development,Business Services,3.2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,New York,,501 - 1000,Unknown / Non-Applicable,Data Engineer,36061
341,431,Other Scientist,111.5,74,149,na,Phd,CA,Cerus Corporation,na,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Concord,,201 - 500,$25 to $50 million (USD),"Scientist, Bacteriology",06013
342,433,Data Engineer,154.5,113,196,na,MSc,MA,Takeda Pharmaceuticals,1781,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.7,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,Cambridge,,10000+,$10+ billion (USD),"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",
343,434,Machine Learning Engineer,124.0,81,167,Senior,Phd,PA,Software Engineering Institute,1984,Colleges & Universities,Education,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pittsburgh,,501 - 1000,Unknown / Non-Applicable,Senior Research Scientist-Machine Learning,42003
344,435,Data Scientist,128.5,97,160,Senior,na,IL,Maven Wave Partners,2008,Consulting,Business Services,4.4,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,Chicago,,201 - 500,$50 to $100 million (USD),Senior Data Scientist,17031
345,437,Other Scientist,65.0,49,81,na,na,CO,Vail Health,1966,Health Care Services & Hospitals,Health Care,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vail,,501 - 1000,$100 to $500 million (USD),Clinical Laboratory Scientist,08037
346,442,Data Scientist Project Manager,64.0,42,86,na,na,CA,Central California Alliance for Health,1996,Health Care Services & Hospitals,Health Care,3.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Scotts Valley,,501 - 1000,$500 million to $1 billion (USD),Analytics Manager - Data Mart,06087
347,443,Data Engineer,98.0,69,127,Senior,MSc,TN,Pilot Flying J Travel Centers LLC,1958,Gas Stations,Retail,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Knoxville,,10000+,$10+ billion (USD),Sr. Data Engineer - Contract-to-Hire (Java),47093
348,444,Data Scientist,142.5,110,175,na,MSc,CA,Nuna,2010,Enterprise Software & Network Solutions,Information Technology,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Francisco,,51 - 200,Unknown / Non-Applicable,Data Scientist - Algorithms & Inference,06075
349,446,Data Scientist,137.0,102,172,Senior,Phd,NY,AstraZeneca,1913,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,,10000+,$10+ billion (USD),Senior Data Scientist - R&D Oncology,36061
350,447,Data Engineer,99.0,74,124,na,MSc,CO,Pinnacol Assurance,1915,Insurance Carriers,Insurance,4.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Denver,,501 - 1000,$500 million to $1 billion (USD),Data Engineer,08031
351,448,Other Scientist,54.0,40,68,na,na,WI,Palermo's Pizza,1964,Food & Beverage Manufacturing,Manufacturing,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Milwaukee,,501 - 1000,Unknown / Non-Applicable,Food Scientist - Developer,55079
352,449,Data Scientist,139.5,108,171,Senior,MSc,MA,MathWorks,1984,Computer Hardware & Software,Information Technology,4.4,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Natick,,1001 - 5000,$1 to $2 billion (USD),Senior Data Scientist,25017
353,450,Data Engineer,109.0,76,142,na,MSc,MD,MetroStar Systems,1999,IT Services,Information Technology,3.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Rockville,,201 - 500,$25 to $50 million (USD),Data Engineer,24031
354,452,Data Scientist,254.0,202,306,na,MSc,IL,Liberty Mutual Insurance,1912,Insurance Carriers,Insurance,3.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Chicago,,10000+,$10+ billion (USD),"Director II, Data Science - GRM Actuarial",17031
355,454,Other Scientist,73.0,49,97,na,Phd,CA,Audentes Therapeutics,2012,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,South San Francisco,,201 - 500,Unknown / Non-Applicable,"Scientist, Molecular/Cellular Biologist",06081
356,455,Other Scientist,81.0,49,113,na,Phd,MD,Advanced BioScience Laboratories,1961,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Rockville,,201 - 500,$25 to $50 million (USD),Staff Scientist-Downstream Process Development,24031
357,456,Other Scientist,56.5,43,70,na,na,DE,Beebe Healthcare,1935,Health Care Services & Hospitals,Health Care,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Millville,,1001 - 5000,$100 to $500 million (USD),MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,10005
358,458,Other Scientist,99.5,65,134,na,na,NC,Reynolds American,1875,Consumer Products Manufacturing,Manufacturing,3.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Winston-Salem,,5001 - 10000,$10+ billion (USD),Scientist - Analytical Services,37067
359,459,Data Analyst,45.5,32,59,na,na,OH,National Interstate,1989,Insurance Carriers,Insurance,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Richfield,,501 - 1000,$500 million to $1 billion (USD),Associate Data Analyst- Graduate Development Program,39153
360,461,Data Engineer,122.5,87,158,Senior,na,IN,Moser Consulting,1996,Consulting,Business Services,4.5,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,Indianapolis,,51 - 200,$25 to $50 million (USD),Sr. Data Engineer,18097
361,462,Data Scientist,140.0,107,173,Senior,na,IL,TransUnion,1968,Financial Analytics & Research,Finance,3.9,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Chicago,,5001 - 10000,$1 to $2 billion (USD),Senior Insurance Data Scientist,17031
362,463,Data Scientist,77.5,56,99,Senior,Phd,VA,MITRE,1958,Federal Agencies,Government,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hampton,,5001 - 10000,$1 to $2 billion (USD),Senior Data Science Systems Engineer,51650
363,464,Other Scientist,55.0,52,58,na,na,MA,Mcphail Associates,1976,Construction,"Construction, Repair & Maintenance",3.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cambridge,,1 - 50,Unknown / Non-Applicable,ENVIRONMENTAL ENGINEER/SCIENTIST,
364,466,Other Scientist,117.5,80,155,Senior,MSc,NC,Reynolds American,1875,Consumer Products Manufacturing,Manufacturing,3.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Winston-Salem,,5001 - 10000,$10+ billion (USD),Senior Scientist - Regulatory Submissions,37067
365,467,Other Scientist,70.5,43,98,na,MSc,CA,Crown Bioscience,2006,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Diego,,501 - 1000,$50 to $100 million (USD),Scientist - Biomarker and Flow Cytometry,06073
366,468,Data Scientist Project Manager,61.5,45,78,na,na,CA,HOVER,2011,Computer Hardware & Software,Information Technology,4.8,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,San Francisco,,51 - 200,$25 to $50 million (USD),Revenue Analytics Manager,06075
367,469,Other Scientist,70.0,44,96,na,na,NY,Q2 Solutions,2015,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Ithaca,,1001 - 5000,Unknown / Non-Applicable,"Associate Scientist, LC/MS Biologics",36109
368,470,Other Scientist,80.0,50,110,Senior,na,GA,Q2 Solutions,2015,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Marietta,,1001 - 5000,Unknown / Non-Applicable,Sr. Scientist Method Development,13067
369,471,Data Engineer,90.0,61,119,na,na,MA,Arbella Insurance,1988,Insurance Carriers,Insurance,3.4,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Quincy,,1001 - 5000,$100 to $500 million (USD),IT - Data Engineer II,25021
370,472,Other Scientist,120.0,100,140,na,Phd,MA,Kronos Bi,na,na,na,-1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cambridge,,unknown,Unknown / Non-Applicable,"Research Scientist, Immunology - Cancer Biology",
371,473,Other Scientist,73.5,56,91,na,Phd,PA,Software Engineering Institute,1984,Colleges & Universities,Education,2.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Pittsburgh,,501 - 1000,Unknown / Non-Applicable,"Project Scientist - Auton Lab, Robotics Institute",42003
372,476,Data Scientist,91.0,68,114,na,na,FL,Zimmerman Advertising,1984,Advertising & Marketing,Business Services,3.8,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,Fort Lauderdale,,501 - 1000,Unknown / Non-Applicable,Data Scientist,12011
373,477,Data Scientist,155.0,150,160,na,na,DC,BPA Services,na,Enterprise Software & Network Solutions,Information Technology,5.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Washington,,unknown,Unknown / Non-Applicable,Data Scientist,11001
374,479,Other Scientist,129.5,101,158,na,na,MA,MassMutual,1851,Insurance Carriers,Insurance,3.6,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,Boston,,5001 - 10000,$10+ billion (USD),"Enterprise Architect, Data",25025
375,482,Data Scientist,167.5,125,210,Senior,MSc,NY,Pfizer,1849,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,New York,,10000+,$10+ billion (USD),"Senior Manager, Epidemiologic Data Scientist",36061
376,483,Data Analyst,60.0,43,77,na,na,WI,Associated Banc-Corp,1870,Banks & Credit Unions,Finance,3.8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Green Bay,,1001 - 5000,$1 to $2 billion (USD),Corporate Risk Data Analyst (SQL Based) - Milwaukee or,55009
377,485,Data Scientist,180.0,139,221,Senior,MSc,CA,Zest AI,2009,Financial Analytics & Research,Finance,3.9,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Burbank,,51 - 200,$50 to $100 million (USD),Lead Data Scientist,06037
378,486,Data Analyst,65.0,44,86,na,na,NY,Fareportal,2002,Travel Agencies,Travel & Tourism,3.8,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,New York,,1001 - 5000,$2 to $5 billion (USD),"Marketing Data Analyst, May 2020 Undergrad",36061
379,487,Data Engineer,112.5,78,147,Senior,na,NC,Genesys,1990,Computer Hardware & Software,Information Technology,4.3,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Durham,,5001 - 10000,$1 to $2 billion (USD),Senior Data Engineer,37063
380,488,Data Analyst,87.5,65,110,Senior,na,NY,Moda Operandi,2010,"Department, Clothing, & Shoe Stores",Retail,1.9,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,New York,,201 - 500,$100 to $500 million (USD),Senior Data Analyst,36061
381,489,Data Modeler,51.5,37,66,na,MSc,IN,Liberty Mutual Insurance,1912,Insurance Carriers,Insurance,3.3,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Indianapolis,,10000+,$10+ billion (USD),Data Modeler - Data Solutions Engineer,18097
382,490,Other Scientist,51.0,38,64,na,na,CA,QK,1972,Architectural & Engineering Services,Business Services,4.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Clovis,,51 - 200,$10 to $25 million (USD),Associate Environmental Scientist - Wildlife Biologist,06019
383,491,Data Scientist,62.5,43,82,na,MSc,MA,Santander,1856,Banks & Credit Unions,Finance,3.1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Boston,,10000+,$10+ billion (USD),"Associate, Data Science, Internal Audit",25025
384,492,Data Engineer,100.0,90,110,Senior,na,AZ,Tivity Health,1981,Health Care Services & Hospitals,Health Care,3.4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Chandler,,501 - 1000,Unknown / Non-Applicable,Sr Data Engineer (Sr BI Developer),04013
385,493,Data Engineer,85.0,61,109,na,na,VA,BRMi,2004,IT Services,Information Technology,4.4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Chantilly,,51 - 200,Unknown / Non-Applicable,Data Engineer,51059
386,494,Data Scientist,122.0,93,151,Senior,MSc,FL,Luminar Technologies,2012,Computer Hardware & Software,Information Technology,3.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Orlando,,201 - 500,Unknown / Non-Applicable,Senior LiDAR Data Scientist,12095
387,495,Data Analyst,66.5,52,81,na,MSc,IL,"Emtec, Inc.",1995,Enterprise Software & Network Solutions,Information Technology,3.9,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,Chicago,,501 - 1000,$100 to $500 million (USD),Salesforce Analytics Consultant,17031
388,496,Other Scientist,70.5,40,101,na,na,MO,Veterans United Home Loans,2002,Lending,Finance,4.7,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,Columbia,,1001 - 5000,Unknown / Non-Applicable,"Technology-Minded, Data Professional Opportunities",29019
389,497,Data Engineer,138.5,97,180,Senior,na,TX,Praetorian,2010,Security Services,Business Services,4.7,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Austin,,51 - 200,$10 to $25 million (USD),Senior Data Engineer,48015
390,498,Data Scientist,107.5,81,134,na,na,MA,PA Consulting,1943,Consulting,Business Services,3.4,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,Boston,,1001 - 5000,$100 to $500 million (USD),Managing Data Scientist/ML Engineer,25025
391,499,Other Scientist,120.5,84,157,na,MSc,MA,Agios Pharmaceuticals,2008,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cambridge,,501 - 1000,$50 to $100 million (USD),"Scientist, Pharmacometrics",
392,500,Other Scientist,81.0,49,113,na,na,MD,Advanced BioScience Laboratories,1961,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rockville,,201 - 500,$25 to $50 million (USD),Staff Scientist- Upstream PD,24031
393,501,Other Scientist,103.5,68,139,na,na,KY,Reynolds American,1875,Consumer Products Manufacturing,Manufacturing,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Owensboro,,5001 - 10000,$10+ billion (USD),Scientist Manufacturing Pharma - Kentucky BioProcessing,21059
394,502,Data Engineer,107.5,75,140,Senior,na,IL,Echo Global Logistics,2005,Transportation Management,Transportation & Logistics,3.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Chicago,,1001 - 5000,$2 to $5 billion (USD),Sr. Data Engineer,17031
395,505,Data Engineer,162.0,121,203,Senior,na,CA,Glassdoor,2007,Internet,Information Technology,4.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,San Francisco,,1001 - 5000,Unknown / Non-Applicable,Lead Big Data Engineer,06075
396,506,Data Scientist,68.5,52,85,na,MSc,CA,Esri,1969,Computer Hardware & Software,Information Technology,3.5,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,Redlands,,1001 - 5000,$1 to $2 billion (USD),Product Engineer – Spatial Data Science and Statistical Analysis,06071
397,507,Data Scientist,110.5,81,140,Senior,na,OH,Assurant,1978,Insurance Carriers,Insurance,3.4,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,Westlake,,10000+,$5 to $10 billion (USD),Sr Software Engineer (Data Scientist),39035
398,508,Data Scientist,81.0,63,99,na,na,IL,Caterpillar,1925,Industrial Manufacturing,Manufacturing,3.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Peoria,,10000+,$10+ billion (USD),College Hire - Data Scientist - Open to December 2019 Graduates,17143
399,509,Data Scientist,130.0,110,150,Senior,MSc,IL,Equity Residential,1993,Real Estate,Real Estate,4.3,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,Chicago,,1001 - 5000,$2 to $5 billion (USD),Senior Data Scientist,17031
400,510,Data Engineer,115.5,83,148,Senior,na,IA,F&G,na,Insurance Carriers,Insurance,3.7,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Des Moines,,201 - 500,$100 to $500 million (USD),Sr. Data Engineer (ETL Developer),19057
401,512,Data Scientist,80.5,60,101,Senior,MSc,WA,PNNL,1965,Energy,"Oil, Gas, Energy & Utilities",3.8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Richland,,1001 - 5000,$500 million to $1 billion (USD),Senior Data Scientist Artificial Intelligence,53005
402,516,Data Analyst,43.0,31,55,na,na,IA,GreatAmerica Financial Services,1992,Lending,Finance,4.6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Cedar Rapids,,501 - 1000,$100 to $500 million (USD),Analytics - Business Assurance Data Analyst,19113
403,517,Director,140.0,102,178,na,Phd,MA,Acceleron Pharma,2003,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,4.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cambridge,,201 - 500,Unknown / Non-Applicable,"Associate Director/Director, Safety Scientist",
404,518,Other Scientist,120.0,110,130,Senior,Phd,MA,Kronos Bi,na,na,na,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cambridge,,unknown,Unknown / Non-Applicable,"Senior Scientist, Cell Pharmacology/Assay Development",
405,519,Data Analyst,66.5,48,85,Senior,MSc,PA,AmeriHealth Caritas,1983,Insurance Carriers,Insurance,3.0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Philadelphia,,5001 - 10000,$5 to $10 billion (USD),Data Analyst Senior,42101
406,520,Data Engineer,94.5,66,123,Senior,na,CA,Strategic Employment Partners,2006,Staffing & Outsourcing,Business Services,4.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,San Francisco,,51 - 200,$1 to $5 million (USD),Lead Data Engineer (Python),06075
407,521,Data Scientist,119.0,92,146,Senior,MSc,WA,PNNL,1965,Energy,"Oil, Gas, Energy & Utilities",3.8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Seattle,,1001 - 5000,$500 million to $1 billion (USD),Senior Data Scientist 4 Artificial Intelligence,53033
408,522,Other Scientist,51.5,43,60,na,na,NE,Catholic Health Initiatives,1996,Health Care Services & Hospitals,Health Care,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Omaha,,10000+,$10+ billion (USD),Medical Lab Scientist - MLT,31055
409,523,Data Analyst,27.5,20,35,Senior,na,TN,FLEETCOR,2000,Financial Transaction Processing,Finance,2.7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Nashville,,5001 - 10000,$2 to $5 billion (USD),"Senior Operations Data Analyst, Call Center Operations",47037
410,524,Data Scientist,194.5,150,239,na,Phd,IL,Liberty Mutual Insurance,1912,Insurance Carriers,Insurance,3.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Chicago,,10000+,$10+ billion (USD),"Director II, Data Science - GRS Predictive Analytics",17031
411,525,Other Scientist,71.5,52,91,Senior,na,TX,Southwest Research Institute,1947,Research & Development,Business Services,3.9,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,San Antonio,,1001 - 5000,$500 million to $1 billion (USD),RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,48029
