index,Job Title,Avg Salary (K),Lower Salary (K),Upper Salary (K),Entry Level,Degree,Job Location (State),Company Name,Founded,Industry,Sector,Rating,Python,spark,aws,excel,sql,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,Location,ZIP Codes,Size,Revenue,Job Title (Full)
409,Other Scientist,84.5,54,115,Senior,Phd,NY,Rochester Regional Health,2014,Health Care Services & Hospitals,Health Care,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rochester,,10000+,$500 million to $1 billion (USD),"Principal Scientist, Hematology"
410,Data Analyst,71.0,50,92,na,na,VA,CALIBRE Systems,1989,IT Services,Information Technology,3.7,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Alexandria,,501 - 1000,$100 to $500 million (USD),Data Analyst
411,Director,101.0,67,135,na,na,MA,MassMutual,1851,Insurance Carriers,Insurance,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,,5001 - 10000,$10+ billion (USD),"Director - Data, Privacy and AI Governance"
412,Data Scientist,107.0,82,132,na,MSc,CA,Esri,1969,Computer Hardware & Software,Information Technology,3.5,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,Redlands,,1001 - 5000,$1 to $2 billion (USD),Data Scientist
413,Data Scientist,112.5,85,140,na,na,MA,New England Biolabs,1974,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,4.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Ipswich,,201 - 500,Unknown / Non-Applicable,Data Scientist
414,Machine Learning Engineer,181.0,138,224,na,na,CA,Tapjoy,2007,Internet,Information Technology,3.9,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,San Francisco,,201 - 500,$10 to $25 million (USD),Staff Machine Learning Engineer
415,Data Analyst,61.0,42,80,na,MSc,IL,Motorola Solutions,1928,Computer Hardware & Software,Information Technology,3.7,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Chicago,,10000+,$5 to $10 billion (USD),Information Security Data Analyst
416,Data Engineer,205.0,190,220,Senior,na,CA,Credit Sesame,2010,Internet,Information Technology,4.1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Mountain View,,51 - 200,$50 to $100 million (USD),Lead Data Engineer
417,Other Scientist,103.5,68,139,na,na,KY,Reynolds American,1875,Consumer Products Manufacturing,Manufacturing,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Owensboro,,5001 - 10000,$10+ billion (USD),Scientist Manufacturing - Kentucky BioProcessing
419,Data Scientist Project Manager,63.0,34,92,na,MSc,MA,MassMutual,1851,Insurance Carriers,Insurance,3.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Springfield,,5001 - 10000,$10+ billion (USD),Data Analytics Project Manager
420,Data Analyst,62.5,54,71,na,na,CT,Infosys,1981,IT Services,Information Technology,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Hartford,,10000+,$10+ billion (USD),Consultant - Analytics Consulting
421,Data Engineer,94.5,65,124,na,MSc,CA,Alignment Healthcare,2013,Health Care Services & Hospitals,Health Care,3.5,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Orange,,501 - 1000,Unknown / Non-Applicable,Data Engineer
425,Data Analyst,48.5,35,62,na,MSc,CA,San Manuel Casino,1986,Gambling,"Arts, Entertainment & Recreation",3.6,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,Highland,,1001 - 5000,$100 to $500 million (USD),Marketing Data Analyst
426,Other Scientist,154.5,109,200,Senior,Phd,MA,Sunovion,2010,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Marlborough,,1001 - 5000,$1 to $2 billion (USD),Senior Scientist (Neuroscience)
427,Other Scientist,44.5,37,52,na,na,TX,Texas Health Huguley Hospital,1977,Health Care Services & Hospitals,Health Care,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Burleson,,1001 - 5000,$50 to $100 million (USD),Medical Laboratory Scientist
428,Machine Learning Engineer,87.0,61,113,na,na,KS,Cboe Global Markets,1973,Stock Exchanges,Finance,3.7,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Lenexa,,501 - 1000,$500 million to $1 billion (USD),Machine Learning Engineer - Regulatory
429,Other Scientist,52.5,39,66,na,na,IL,Teasdale Latin Foods,na,Food & Beverage Manufacturing,Manufacturing,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hoopeston,,501 - 1000,$100 to $500 million (USD),R&D Specialist/ Food Scientist
430,Data Engineer,64.5,43,86,na,na,NY,Guidepoint,2003,Research & Development,Business Services,3.2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,New York,,501 - 1000,Unknown / Non-Applicable,Data Engineer
431,Other Scientist,111.5,74,149,na,Phd,CA,Cerus Corporation,na,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Concord,,201 - 500,$25 to $50 million (USD),"Scientist, Bacteriology"
433,Data Engineer,154.5,113,196,na,MSc,MA,Takeda Pharmaceuticals,1781,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.7,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,Cambridge,,10000+,$10+ billion (USD),"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence"
434,Machine Learning Engineer,124.0,81,167,Senior,Phd,PA,Software Engineering Institute,1984,Colleges & Universities,Education,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pittsburgh,,501 - 1000,Unknown / Non-Applicable,Senior Research Scientist-Machine Learning
435,Data Scientist,128.5,97,160,Senior,na,IL,Maven Wave Partners,2008,Consulting,Business Services,4.4,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,Chicago,,201 - 500,$50 to $100 million (USD),Senior Data Scientist
437,Other Scientist,65.0,49,81,na,na,CO,Vail Health,1966,Health Care Services & Hospitals,Health Care,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vail,,501 - 1000,$100 to $500 million (USD),Clinical Laboratory Scientist
442,Data Scientist Project Manager,64.0,42,86,na,na,CA,Central California Alliance for Health,1996,Health Care Services & Hospitals,Health Care,3.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Scotts Valley,,501 - 1000,$500 million to $1 billion (USD),Analytics Manager - Data Mart
443,Data Engineer,98.0,69,127,Senior,MSc,TN,Pilot Flying J Travel Centers LLC,1958,Gas Stations,Retail,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Knoxville,,10000+,$10+ billion (USD),Sr. Data Engineer - Contract-to-Hire (Java)
444,Data Scientist,142.5,110,175,na,MSc,CA,Nuna,2010,Enterprise Software & Network Solutions,Information Technology,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Francisco,,51 - 200,Unknown / Non-Applicable,Data Scientist - Algorithms & Inference
446,Data Scientist,137.0,102,172,Senior,Phd,NY,AstraZeneca,1913,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,,10000+,$10+ billion (USD),Senior Data Scientist - R&D Oncology
447,Data Engineer,99.0,74,124,na,MSc,CO,Pinnacol Assurance,1915,Insurance Carriers,Insurance,4.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Denver,,501 - 1000,$500 million to $1 billion (USD),Data Engineer
448,Other Scientist,54.0,40,68,na,na,WI,Palermo's Pizza,1964,Food & Beverage Manufacturing,Manufacturing,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Milwaukee,,501 - 1000,Unknown / Non-Applicable,Food Scientist - Developer
449,Data Scientist,139.5,108,171,Senior,MSc,MA,MathWorks,1984,Computer Hardware & Software,Information Technology,4.4,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Natick,,1001 - 5000,$1 to $2 billion (USD),Senior Data Scientist
450,Data Engineer,109.0,76,142,na,MSc,MD,MetroStar Systems,1999,IT Services,Information Technology,3.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Rockville,,201 - 500,$25 to $50 million (USD),Data Engineer
452,Data Scientist,254.0,202,306,na,MSc,IL,Liberty Mutual Insurance,1912,Insurance Carriers,Insurance,3.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Chicago,,10000+,$10+ billion (USD),"Director II, Data Science - GRM Actuarial"
454,Other Scientist,73.0,49,97,na,Phd,CA,Audentes Therapeutics,2012,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,South San Francisco,,201 - 500,Unknown / Non-Applicable,"Scientist, Molecular/Cellular Biologist"
455,Other Scientist,81.0,49,113,na,Phd,MD,Advanced BioScience Laboratories,1961,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Rockville,,201 - 500,$25 to $50 million (USD),Staff Scientist-Downstream Process Development
456,Other Scientist,56.5,43,70,na,na,DE,Beebe Healthcare,1935,Health Care Services & Hospitals,Health Care,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Millville,,1001 - 5000,$100 to $500 million (USD),MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB
458,Other Scientist,99.5,65,134,na,na,NC,Reynolds American,1875,Consumer Products Manufacturing,Manufacturing,3.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Winston-Salem,,5001 - 10000,$10+ billion (USD),Scientist - Analytical Services
459,Data Analyst,45.5,32,59,na,na,OH,National Interstate,1989,Insurance Carriers,Insurance,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Richfield,,501 - 1000,$500 million to $1 billion (USD),Associate Data Analyst- Graduate Development Program
461,Data Engineer,122.5,87,158,Senior,na,IN,Moser Consulting,1996,Consulting,Business Services,4.5,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,Indianapolis,,51 - 200,$25 to $50 million (USD),Sr. Data Engineer
462,Data Scientist,140.0,107,173,Senior,na,IL,TransUnion,1968,Financial Analytics & Research,Finance,3.9,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Chicago,,5001 - 10000,$1 to $2 billion (USD),Senior Insurance Data Scientist
463,Data Scientist,77.5,56,99,Senior,Phd,VA,MITRE,1958,Federal Agencies,Government,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hampton,,5001 - 10000,$1 to $2 billion (USD),Senior Data Science Systems Engineer
464,Other Scientist,55.0,52,58,na,na,MA,Mcphail Associates,1976,Construction,"Construction, Repair & Maintenance",3.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cambridge,,1 - 50,Unknown / Non-Applicable,ENVIRONMENTAL ENGINEER/SCIENTIST
466,Other Scientist,117.5,80,155,Senior,MSc,NC,Reynolds American,1875,Consumer Products Manufacturing,Manufacturing,3.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Winston-Salem,,5001 - 10000,$10+ billion (USD),Senior Scientist - Regulatory Submissions
467,Other Scientist,70.5,43,98,na,MSc,CA,Crown Bioscience,2006,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Diego,,501 - 1000,$50 to $100 million (USD),Scientist - Biomarker and Flow Cytometry
468,Data Scientist Project Manager,61.5,45,78,na,na,CA,HOVER,2011,Computer Hardware & Software,Information Technology,4.8,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,San Francisco,,51 - 200,$25 to $50 million (USD),Revenue Analytics Manager
469,Other Scientist,70.0,44,96,na,na,NY,Q2 Solutions,2015,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Ithaca,,1001 - 5000,Unknown / Non-Applicable,"Associate Scientist, LC/MS Biologics"
470,Other Scientist,80.0,50,110,Senior,na,GA,Q2 Solutions,2015,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Marietta,,1001 - 5000,Unknown / Non-Applicable,Sr. Scientist Method Development
471,Data Engineer,90.0,61,119,na,na,MA,Arbella Insurance,1988,Insurance Carriers,Insurance,3.4,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Quincy,,1001 - 5000,$100 to $500 million (USD),IT - Data Engineer II
472,Other Scientist,120.0,100,140,na,Phd,MA,Kronos Bi,na,na,na,-1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cambridge,,unknown,Unknown / Non-Applicable,"Research Scientist, Immunology - Cancer Biology"
473,Other Scientist,73.5,56,91,na,Phd,PA,Software Engineering Institute,1984,Colleges & Universities,Education,2.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Pittsburgh,,501 - 1000,Unknown / Non-Applicable,"Project Scientist - Auton Lab, Robotics Institute"
476,Data Scientist,91.0,68,114,na,na,FL,Zimmerman Advertising,1984,Advertising & Marketing,Business Services,3.8,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,Fort Lauderdale,,501 - 1000,Unknown / Non-Applicable,Data Scientist
477,Data Scientist,155.0,150,160,na,na,DC,BPA Services,na,Enterprise Software & Network Solutions,Information Technology,5.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Washington,,unknown,Unknown / Non-Applicable,Data Scientist
479,Other Scientist,129.5,101,158,na,na,MA,MassMutual,1851,Insurance Carriers,Insurance,3.6,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,Boston,,5001 - 10000,$10+ billion (USD),"Enterprise Architect, Data"
482,Data Scientist,167.5,125,210,Senior,MSc,NY,Pfizer,1849,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,New York,,10000+,$10+ billion (USD),"Senior Manager, Epidemiologic Data Scientist"
483,Data Analyst,60.0,43,77,na,na,WI,Associated Banc-Corp,1870,Banks & Credit Unions,Finance,3.8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Green Bay,,1001 - 5000,$1 to $2 billion (USD),Corporate Risk Data Analyst (SQL Based) - Milwaukee or
485,Data Scientist,180.0,139,221,Senior,MSc,CA,Zest AI,2009,Financial Analytics & Research,Finance,3.9,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Burbank,,51 - 200,$50 to $100 million (USD),Lead Data Scientist
486,Data Analyst,65.0,44,86,na,na,NY,Fareportal,2002,Travel Agencies,Travel & Tourism,3.8,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,New York,,1001 - 5000,$2 to $5 billion (USD),"Marketing Data Analyst, May 2020 Undergrad"
487,Data Engineer,112.5,78,147,Senior,na,NC,Genesys,1990,Computer Hardware & Software,Information Technology,4.3,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Durham,,5001 - 10000,$1 to $2 billion (USD),Senior Data Engineer
488,Data Analyst,87.5,65,110,Senior,na,NY,Moda Operandi,2010,"Department, Clothing, & Shoe Stores",Retail,1.9,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,New York,,201 - 500,$100 to $500 million (USD),Senior Data Analyst
489,Data Modeler,51.5,37,66,na,MSc,IN,Liberty Mutual Insurance,1912,Insurance Carriers,Insurance,3.3,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Indianapolis,,10000+,$10+ billion (USD),Data Modeler - Data Solutions Engineer
490,Other Scientist,51.0,38,64,na,na,CA,QK,1972,Architectural & Engineering Services,Business Services,4.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Clovis,,51 - 200,$10 to $25 million (USD),Associate Environmental Scientist - Wildlife Biologist
491,Data Scientist,62.5,43,82,na,MSc,MA,Santander,1856,Banks & Credit Unions,Finance,3.1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Boston,,10000+,$10+ billion (USD),"Associate, Data Science, Internal Audit"
492,Data Engineer,100.0,90,110,Senior,na,AZ,Tivity Health,1981,Health Care Services & Hospitals,Health Care,3.4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Chandler,,501 - 1000,Unknown / Non-Applicable,Sr Data Engineer (Sr BI Developer)
493,Data Engineer,85.0,61,109,na,na,VA,BRMi,2004,IT Services,Information Technology,4.4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Chantilly,,51 - 200,Unknown / Non-Applicable,Data Engineer
494,Data Scientist,122.0,93,151,Senior,MSc,FL,Luminar Technologies,2012,Computer Hardware & Software,Information Technology,3.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Orlando,,201 - 500,Unknown / Non-Applicable,Senior LiDAR Data Scientist
495,Data Analyst,66.5,52,81,na,MSc,IL,"Emtec, Inc.",1995,Enterprise Software & Network Solutions,Information Technology,3.9,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,Chicago,,501 - 1000,$100 to $500 million (USD),Salesforce Analytics Consultant
496,Other Scientist,70.5,40,101,na,na,MO,Veterans United Home Loans,2002,Lending,Finance,4.7,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,Columbia,,1001 - 5000,Unknown / Non-Applicable,"Technology-Minded, Data Professional Opportunities"
497,Data Engineer,138.5,97,180,Senior,na,TX,Praetorian,2010,Security Services,Business Services,4.7,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Austin,,51 - 200,$10 to $25 million (USD),Senior Data Engineer
498,Data Scientist,107.5,81,134,na,na,MA,PA Consulting,1943,Consulting,Business Services,3.4,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,Boston,,1001 - 5000,$100 to $500 million (USD),Managing Data Scientist/ML Engineer
499,Other Scientist,120.5,84,157,na,MSc,MA,Agios Pharmaceuticals,2008,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cambridge,,501 - 1000,$50 to $100 million (USD),"Scientist, Pharmacometrics"
500,Other Scientist,81.0,49,113,na,na,MD,Advanced BioScience Laboratories,1961,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rockville,,201 - 500,$25 to $50 million (USD),Staff Scientist- Upstream PD
501,Other Scientist,103.5,68,139,na,na,KY,Reynolds American,1875,Consumer Products Manufacturing,Manufacturing,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Owensboro,,5001 - 10000,$10+ billion (USD),Scientist Manufacturing Pharma - Kentucky BioProcessing
502,Data Engineer,107.5,75,140,Senior,na,IL,Echo Global Logistics,2005,Transportation Management,Transportation & Logistics,3.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Chicago,,1001 - 5000,$2 to $5 billion (USD),Sr. Data Engineer
505,Data Engineer,162.0,121,203,Senior,na,CA,Glassdoor,2007,Internet,Information Technology,4.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,San Francisco,,1001 - 5000,Unknown / Non-Applicable,Lead Big Data Engineer
506,Data Scientist,68.5,52,85,na,MSc,CA,Esri,1969,Computer Hardware & Software,Information Technology,3.5,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,Redlands,,1001 - 5000,$1 to $2 billion (USD),Product Engineer – Spatial Data Science and Statistical Analysis
507,Data Scientist,110.5,81,140,Senior,na,OH,Assurant,1978,Insurance Carriers,Insurance,3.4,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,Westlake,,10000+,$5 to $10 billion (USD),Sr Software Engineer (Data Scientist)
508,Data Scientist,81.0,63,99,na,na,IL,Caterpillar,1925,Industrial Manufacturing,Manufacturing,3.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Peoria,,10000+,$10+ billion (USD),College Hire - Data Scientist - Open to December 2019 Graduates
509,Data Scientist,130.0,110,150,Senior,MSc,IL,Equity Residential,1993,Real Estate,Real Estate,4.3,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,Chicago,,1001 - 5000,$2 to $5 billion (USD),Senior Data Scientist
510,Data Engineer,115.5,83,148,Senior,na,IA,F&G,na,Insurance Carriers,Insurance,3.7,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Des Moines,,201 - 500,$100 to $500 million (USD),Sr. Data Engineer (ETL Developer)
512,Data Scientist,80.5,60,101,Senior,MSc,WA,PNNL,1965,Energy,"Oil, Gas, Energy & Utilities",3.8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Richland,,1001 - 5000,$500 million to $1 billion (USD),Senior Data Scientist Artificial Intelligence
516,Data Analyst,43.0,31,55,na,na,IA,GreatAmerica Financial Services,1992,Lending,Finance,4.6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Cedar Rapids,,501 - 1000,$100 to $500 million (USD),Analytics - Business Assurance Data Analyst
517,Director,140.0,102,178,na,Phd,MA,Acceleron Pharma,2003,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,4.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cambridge,,201 - 500,Unknown / Non-Applicable,"Associate Director/Director, Safety Scientist"
518,Other Scientist,120.0,110,130,Senior,Phd,MA,Kronos Bi,na,na,na,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cambridge,,unknown,Unknown / Non-Applicable,"Senior Scientist, Cell Pharmacology/Assay Development"
519,Data Analyst,66.5,48,85,Senior,MSc,PA,AmeriHealth Caritas,1983,Insurance Carriers,Insurance,3.0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Philadelphia,,5001 - 10000,$5 to $10 billion (USD),Data Analyst Senior
520,Data Engineer,94.5,66,123,Senior,na,CA,Strategic Employment Partners,2006,Staffing & Outsourcing,Business Services,4.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,San Francisco,,51 - 200,$1 to $5 million (USD),Lead Data Engineer (Python)
521,Data Scientist,119.0,92,146,Senior,MSc,WA,PNNL,1965,Energy,"Oil, Gas, Energy & Utilities",3.8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Seattle,,1001 - 5000,$500 million to $1 billion (USD),Senior Data Scientist 4 Artificial Intelligence
522,Other Scientist,51.5,43,60,na,na,NE,Catholic Health Initiatives,1996,Health Care Services & Hospitals,Health Care,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Omaha,,10000+,$10+ billion (USD),Medical Lab Scientist - MLT
523,Data Analyst,27.5,20,35,Senior,na,TN,FLEETCOR,2000,Financial Transaction Processing,Finance,2.7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Nashville,,5001 - 10000,$2 to $5 billion (USD),"Senior Operations Data Analyst, Call Center Operations"
524,Data Scientist,194.5,150,239,na,Phd,IL,Liberty Mutual Insurance,1912,Insurance Carriers,Insurance,3.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Chicago,,10000+,$10+ billion (USD),"Director II, Data Science - GRS Predictive Analytics"
525,Other Scientist,71.5,52,91,Senior,na,TX,Southwest Research Institute,1947,Research & Development,Business Services,3.9,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,San Antonio,,1001 - 5000,$500 million to $1 billion (USD),RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT
526,Data Scientist,105.5,82,129,na,na,TX,Applied Research Laboratories,na,Colleges & Universities,Education,3.7,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,Austin,,501 - 1000,Unknown / Non-Applicable,Geospatial Software Developer and Data Scientist
528,Other Scientist,74.0,47,101,Senior,MSc,NC,Reynolds American,1875,Consumer Products Manufacturing,Manufacturing,3.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Winston-Salem,,5001 - 10000,$10+ billion (USD),Senior Scientist - Toxicologist - Product Integrity (Stewardship)
530,Data Analyst,62.5,49,76,na,na,AL,Raytheon,1922,Aerospace & Defense,Aerospace & Defense,3.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Huntsville,,10000+,$10+ billion (USD),Systems Engineer II - Data Analyst
532,Other Scientist,65.5,43,88,Senior,Phd,NC,RTI International,1958,Research & Development,Business Services,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Durham,,1001 - 5000,$500 million to $1 billion (USD),Senior Research Analytical Scientist-Non-Targeted Analysis
533,Data Scientist,161.5,124,199,na,na,NJ,TRANZACT,1989,Advertising & Marketing,Business Services,3.6,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,Fort Lee,,1001 - 5000,Unknown / Non-Applicable,Director Data Science
534,Data Analyst,72.5,52,93,Senior,na,PA,United BioSource,2003,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Blue Bell,,1001 - 5000,$100 to $500 million (USD),Sr Data Analyst - IT
535,Data Engineer,139.0,97,181,Senior,na,CA,Figure Eight,2008,Computer Hardware & Software,Information Technology,3.9,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,San Francisco,,51 - 200,$10 to $25 million (USD),Senior Data Engineer
537,Data Engineer,136.5,100,173,Senior,na,CA,Tapjoy,2007,Internet,Information Technology,3.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,San Francisco,,201 - 500,$10 to $25 million (USD),Senior Data Engineer
538,Data Scientist,74.5,53,96,na,na,NY,Fareportal,2002,Travel Agencies,Travel & Tourism,3.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,,1001 - 5000,$2 to $5 billion (USD),Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad
539,Other Scientist,80.5,65,96,Senior,MSc,NC,Reynolds American,1875,Consumer Products Manufacturing,Manufacturing,3.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Winston-Salem,,5001 - 10000,$10+ billion (USD),Senior Scientist - Biostatistician
540,Data Scientist,75.5,56,95,na,MSc,NM,Sartorius,1870,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Albuquerque,,5001 - 10000,$1 to $2 billion (USD),Data Scientist
541,Data Scientist,143.5,111,176,na,na,MO,1904labs,2016,IT Services,Information Technology,4.7,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,Saint Louis,,51 - 200,Unknown / Non-Applicable,Data Scientist
542,Data Scientist,101.0,75,127,na,na,VA,Royce Geospatial,2014,Aerospace & Defense,Aerospace & Defense,5.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Springfield,,51 - 200,$10 to $25 million (USD),Data Scientist
543,Data Engineer,92.0,65,119,na,na,MA,MassMutual,1851,Insurance Carriers,Insurance,3.6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Springfield,,5001 - 10000,$10+ billion (USD),Data Engineer
544,Data Scientist,76.5,56,97,na,Phd,WA,PNNL,1965,Energy,"Oil, Gas, Energy & Utilities",3.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Richland,,1001 - 5000,$500 million to $1 billion (USD),Computational Chemist/Data Scientist
